Time,Male,Female
1,0.0673212860623349,0.190570233223084
2,0.000147926575310222,-0.000463264472391479
3,2.84895763905494E-08,4.31365329874276E-08
4,2.39233130032293E-11,1.34251718323722E-10
5,-0.000770137928792148,0.00373741626758043
6,-7.39456499527737E-05,-0.000208181604602569
7,8.96190075155874E-07,1.79033471683343E-06
