Age,Sodium,Protein,Fat,PA,Energy,BMI
52,-0.0979418136593933,-3.18118520287382,-6.26500020991841,481.717506650632,-93.1945146643438,1.33877729256818
53,-0.0871551621757054,-3.10577434506592,-6.06578216694763,563.63168183728,-87.9509503193749,1.43456906295626
54,-0.0715386507973306,-3.05717870265252,-5.71251862659383,641.054589503972,-82.9214394753826,1.13345380326349
55,-0.0533819639515118,-2.98322875975859,-5.16855365768183,714.091687535733,-77.8882647062496,1.12108843832105
56,-0.0351800623891623,-2.85797434237895,-4.43364061184138,784.866990184154,-72.6373034558123,1.52765344080871
57,-0.0169634238737664,-2.64692086202946,-3.50754650894331,855.570646946162,-67.3178965255006,1.15345332779212
58,0.00346621566009375,-2.30085637589814,-2.40550701118636,926.901611578579,-62.3621031224657,1.45708313666689
59,0.0278677223440282,-1.78432410832662,-1.19679042147422,997.862449159877,-57.9878558005694,1.31246756145606
60,0.0550515828945541,-1.11283051641001,-0.0125487045887098,1067.11404718323,-53.8124158783307,1.51495121431901
61,0.0809874610658374,-0.352818772570018,1.01275188109739,1134.48942488286,-49.0901243776398,0.888288022431073
62,0.101432500515147,0.412804271801477,1.81668177851927,1201.52191283199,-43.4699704514005,0.910150768018326
63,0.114808645040207,1.12295742542445,2.43359921097519,1270.33925727022,-37.5972432585527,1.33427264072222
64,0.122831541892988,1.74098524974318,2.93800074271246,1341.84668079211,-32.849540656458,1.29440213071693
65,0.128450510674318,2.23116176919267,3.35868538062329,1414.54214244275,-30.3618285094253,1.20936522993615
66,0.132866642834996,2.5382929475192,3.63196118470978,1485.14029818339,-30.0880640470095,1.43484144515782
67,0.134374755158635,2.60643630342584,3.63870801297529,1550.51315023586,-30.738040160581,0.981844878401191
68,0.130048987080004,2.42430157320258,3.29447612293498,1609.39170752264,-30.5400274093531,1.29860882622156
69,0.119020108665762,2.06636122955878,2.63883843650115,1662.18880023171,-28.2574429174788,0.734310192537816
70,0.104114198640617,1.68032926376942,1.85181930802895,1709.32453729109,-23.675513686575,0.872991231516821
71,0.0903912385356049,1.42221954395158,1.19084237082379,1749.90574454676,-17.4294905388228,0.552105885501959
72,0.0815642444729541,1.37359403855457,0.874867281217632,1782.64432019088,-10.4230364612754,0.520415503888888
73,0.0780145712096454,1.51109014574632,1.00027009468491,1808.11286732566,-3.38824247151479,0.34800535248867
74,0.0778106176816316,1.74540959706604,1.5186446755539,1829.83491573812,3.17081885983407,0.146041655343687
75,0.0796055080865878,1.99666938252994,2.27974031447457,1852.03555763445,8.70069890859895,-0.313969652700141
76,0.083522878454056,2.232711576311,3.0808217648383,1875.85332797324,12.3023278189767,-0.206797732137442
77,0.0893443500964439,2.44753651897543,3.70980823797848,1897.43725168307,12.7310458490228,-0.274745980478908
78,0.0938452432422006,2.61225758734834,3.9777178504882,1910.67532591315,8.65331071576657,0.19581413818063
