Age,Sodium,Fat,Protein,PA,Energy,BMI
0,-0.0462945629283062,-2.43025556326693,-1.7092727327493,81.9303390805132,-7.99364272280864,0.0786244307075088
1,-0.0132285639746213,-0.875888001724853,-0.700789107083965,89.3917136133379,-3.98827281158489,0.0439866363135107
2,0.00723562453399466,0.11831817915448,-0.060892109018444,96.5027383654362,-1.92212126808386,0.0191918739497482
3,0.0139000001803881,0.480703553772154,0.174076475490345,100.795526458524,-1.62187491504508,0.00473174905586504
4,0.00925426345794562,0.299288760707338,0.0752568495132415,99.9706563435707,-2.28057177019819,-0.00179932965318824
5,-0.00215536058068391,-0.230418197441525,-0.22463950088985,93.7520262637336,-3.0017541046751,-0.0341681605356346
6,-0.0158076567662438,-0.883163776629417,-0.588244490688157,84.4778685332935,-3.343976622778,-0.0894024270776929
7,-0.0286532817413399,-1.47308916340857,-0.91597544626284,76.3427348442455,-3.4482340088625,0.112417835326485
8,-0.0392395937100688,-1.89146045972147,-1.1552082665992,73.4767822681032,-3.7599248526441,0.0925364442821499
9,-0.0468879540103463,-2.10626442449258,-1.28823328084448,77.7598422572203,-4.56984800225739,0.383151239570205
10,-0.0507016645393069,-2.1345851389418,-1.30999294841973,87.2011676971672,-5.79252951545327,0.238287101255637
11,-0.0492465612376848,-2.00279702475954,-1.21243076914122,96.5619475288783,-7.00717463237311,0.244253285139166
12,-0.0410876580925483,-1.72066194114525,-0.976691144230152,100.227700303485,-7.64070825409699,0.481013170915875
13,-0.0261629152668786,-1.29563702441241,-0.587481124695056,95.9132826638612,-7.07820684916268,0.0481825488716661
14,-0.00747520883775052,-0.802973085067697,-0.0724357837760143,86.0722847148618,-4.82736892942279,0.234640854228497
15,0.00787256823898835,-0.466213556689445,0.445366397412213,75.9819239289905,-0.899962965822255,0.108187604131146
16,0.0098762823999799,-0.654260407543266,0.736244023785085,69.8201716695221,3.70978262922463,0.050474239758486
17,-0.0101229153426714,-1.71755599263435,0.540011689281022,68.1272232756605,6.96529223078153,0.0662796309955969
18,-0.0538223825953218,-3.73113744917078,-0.284148953238966,68.3975480745224,6.64138289423346,-0.329304048436155
19,-0.112776466473264,-6.33537748549068,-1.6339911992888,68.0076817076613,1.71094386213973,2.18420716883227
20,0.0882925677854107,2.66471804281477,3.34608481674485,263.897481553468,40.3024893184018,-0.249655665211782
21,0.0500350687590712,1.04431155908559,2.08794575711631,258.936593879546,25.9366154649757,0.611762736055873
22,0.0335409951665407,0.401473640690377,1.28990508068235,256.863486843882,15.9051075972015,-0.248894353039967
23,0.0343252934521058,0.546524257236081,0.972107583202046,257.533201570771,11.0644621788782,0.647672803536486
24,0.0416882612525706,1.0437897510677,0.970377116352703,258.577322720103,9.71670203879575,0.973893796477351
25,0.0463746165160115,1.5147903600031,1.08308083557744,257.24102725549,9.50367562371203,-0.0628225436684292
