Age,Sodium,Fat,Protein,PA,Energy,BMI
0,-0.0272426360052868,-1.01641602714297,-0.593524313161559,110.777330201726,-12.6925191650727,0.0934200989549409
1,-0.00379698405326416,-0.191187266313985,-0.105106099352616,206.340251902705,-6.34289022434069,0.0807396469017051
2,0.0105188748575993,0.357184007262165,0.207649885581926,302.167534760582,-2.38487700600074,0.0725901242357679
3,0.014765515966325,0.603242055852462,0.327583719210323,376.755880636416,-1.17535567851263,0.0670778453404725
4,0.0108371452786335,0.592893381072143,0.290250917631625,405.81657388523,-2.2819282854468,0.0606469808708178
5,0.00239716679637676,0.4059689093807,0.162211705541156,379.317493277797,-4.64602462165914,-0.149112462343009
6,-0.0068019807941789,0.119304385332407,0.00857810304015461,309.041168731086,-7.03646509594699,-0.170244331151871
7,-0.0143349097767111,-0.203819548514396,-0.129075328907783,221.888121962793,-8.51111408334144,0.11553578197186
8,-0.0196476683158263,-0.51279006710457,-0.238388587993391,144.049933524316,-8.70024526708553,0.0449124144638145
9,-0.0235241713736992,-0.766318412812705,-0.324090803545265,89.3256871516812,-7.77734199236478,0.385281946028243
10,-0.0269055254320598,-0.940090688682274,-0.392939737597505,57.6036951998781,-6.24933198066012,0.252602089899031
11,-0.0296571175946215,-1.02405324409757,-0.440674897080827,41.9185835713783,-4.67274997911359,0.365198356765565
12,-0.0302085234642664,-1.01801156280597,-0.451573755924726,35.7932281952483,-3.48935806845144,0.0912869964183823
13,-0.0264064582672371,-0.928361277802982,-0.407238733919795,36.2632013419876,-3.0445631656946,0.0110511508645366
14,-0.017425437264953,-0.788957298396915,-0.305811168630295,42.3286929270293,-3.77159380294736,0.310708091187578
15,-0.00544692384424939,-0.677089270149218,-0.176139502741273,52.2920392143163,-6.25980495088569,-0.372742102473457
16,0.00408867989980263,-0.706508703914404,-0.0802181723789266,62.65723716896,-10.9912523110874,-0.551184220607406
17,0.00449170834625695,-0.972118782722473,-0.0924724205821024,69.2494830637993,-17.7510136741782,-0.224472774082939
18,-0.0088180441550991,-1.49309328809198,-0.26890826404811,69.4304664038858,-25.2628462064922,-0.669089052329932
19,-0.035485207106415,-2.1899113729327,-0.618818450969528,63.5091021106811,-31.4881645598645,1.63887121722803
20,0.103768294433274,2.23137226826196,2.24031549841299,332.352985965555,-14.0761992973431,0.399353607432306
21,0.0725950442013518,1.63329582071188,1.76347569978302,316.39264863425,-15.5613267231078,0.312243808858057
22,0.0470096277422863,1.15144617959408,1.28688528573442,304.138091702093,-13.9263715645156,0.383702561325879
23,0.0295212254039586,0.811165515682814,0.863306902662613,296.790778713475,-10.5282736015239,0.379984461008185
24,0.0199044377896444,0.646042142926224,0.536514841506519,293.859840623243,-6.63951548086096,0.579270124478902
25,0.0170355204528531,0.688672009139449,0.34341554182709,293.486227343301,-2.96540025765457,0.379283361353066
26,0.0194215618581544,0.90174262505403,0.294090784966593,293.13076026508,0.131600887050144,-0.292509056085043
27,0.0244783196170946,1.14320445469418,0.344801392257705,290.548281996078,2.34992961605782,0.760217382360478
28,0.0282370901982729,1.22500355157739,0.40325128617883,285.09736194153,3.46006618612904,-0.141530545431111
29,0.0270583687734455,1.04380563563299,0.379936741742743,277.986134141545,3.57240312494856,1.51907734441726
30,0.0201248634204756,0.666363595065294,0.253926665323626,271.145412152585,3.16367560705297,0.122969353443084
31,0.0104828991555306,0.293062887431925,0.0908687004072669,265.196938832626,2.80232817756774,-0.516466515813464
32,0.00331330120792731,0.128265550149154,-0.00350500409952326,258.765471863459,2.81743296409961,1.13400857251567
33,0.00268282698187358,0.252732596777855,0.0378456637806752,249.685718949864,3.24913430227212,0.25807848051186
34,0.00913385282031755,0.586699674233985,0.201414651315765,237.298877438375,3.96696010639408,1.05305243070365
35,0.0196344394609779,0.947139546476429,0.41235990398513,223.368349079962,4.79100750098431,-0.273218763049484
36,0.0298194643617947,1.17091669034342,0.59778224737468,211.001465683598,5.49142258398627,0.174365407774877
37,0.0366245108359085,1.21085652631879,0.732299287779712,202.474352925655,5.88405630843298,-0.358823985960374
38,0.0395791686892495,1.15633719681381,0.836851931358941,198.085575315072,5.98438688437221,0.853354485968475
39,0.0398207794382523,1.14037078253043,0.931534976455987,196.518269574606,6.08830598749494,0.141511493780987
40,0.038359602727151,1.22953192620874,1.00077163496517,195.976643049094,6.51725274579761,0.328198716278905
41,0.0353857681997478,1.37158494071033,1.00039684331181,194.787612370924,7.20326355020555,0.17615955927728
42,0.0313503036622802,1.4665338058968,0.913555616497622,191.507280718605,7.55568963245272,0.190204220584179
43,0.0280478424973191,1.46251856945881,0.78673793945783,185.127329249746,6.86262404532866,-0.0673469557923845
44,0.0278518114981741,1.39966536098699,0.713918250152073,175.762473053289,5.00242455694503,0.999278995668125
45,0.0313835918404486,1.34475276451115,0.758813313509776,165.063911562517,2.6951455801114,-0.398624394445761
46,0.0361002178041331,1.31298677811571,0.897687423310376,155.642584733645,1.07819168600048,0.390545937641498
47,0.0378491677119304,1.24599714378687,1.02380374357187,149.613969886947,0.816309672693133,0.157860355838381
48,0.0343675818746931,1.08402435717475,1.0297708853926,147.249620080605,1.70697257447575,0.253948105300241
49,0.0274950300235976,0.839122752207022,0.884038251910793,146.745588367851,2.91607835124091,0.703249821191955
50,0.0218376909413275,0.607389781119391,0.652704607937254,145.151881334314,3.7307879881366,-0.0880556695773107
51,0.0209138241512217,0.492470425656283,0.439839430204164,140.103191672981,3.94643175252586,0.0118490353629622
52,0.0244205981011403,0.53211266300509,0.316484049196384,131.115285427645,3.87779389518244,0.256290737656008
