Age,18,25,30,50
0,1,1.07,1.28,1.28
1,1,1.07,1.28,1.28
2,1,1.07,1.28,1.28
3,1,1.07,1.28,1.28
4,1,1.07,1.28,1.28
5,1,1.07,1.28,1.28
6,1,1.07,1.28,1.28
7,1,1.07,1.28,1.28
8,1,1.07,1.28,1.28
9,1,1.07,1.28,1.28
10,1,1.07,1.28,1.28
11,1,1.07,1.28,1.28
12,1,1.07,1.28,1.28
13,1,1.07,1.28,1.28
14,1,1.07,1.28,1.28
15,1,1.07,1.28,1.28
16,1,1.07,1.28,1.28
17,1,1.07,1.28,1.28
18,1,1.07,1.28,1.28
19,1,1.07,1.28,1.28
20,1,1.07,1.28,1.28
21,1,1.07,1.28,1.28
22,1,1.07,1.28,1.28
23,1,1.07,1.28,1.28
24,1,1.07,1.28,1.28
25,1,1.07,1.28,1.28
26,1,1.07,1.28,1.28
27,1,1.07,1.28,1.28
28,1,1.07,1.28,1.28
29,1,1.07,1.28,1.28
30,1,1.07,1.28,1.28
31,1,1.07,1.28,1.28
32,1,1.07,1.28,1.28
33,1,1.07,1.28,1.28
34,1,1.07,1.28,1.28
35,1,1.07,1.28,1.28
36,1,1.07,1.28,1.28
37,1,1.07,1.28,1.28
38,1,1.07,1.28,1.28
39,1,1.07,1.28,1.28
40,1,1.07,1.28,1.28
41,1,1.07,1.28,1.28
42,1,1.07,1.28,1.28
43,1,1.07,1.28,1.28
44,1,1.07,1.28,1.28
45,1,1.07,1.28,1.28
46,1,1.07,1.28,1.28
47,1,1.07,1.28,1.28
48,1,1.07,1.28,1.28
49,1,1.07,1.28,1.28
50,1,1.07,1.28,1.28
51,1,1.07,1.28,1.28
52,1,1.07,1.28,1.28
53,1,1.07,1.28,1.28
54,1,1.07,1.28,1.28
55,1,1.07,1.28,1.28
56,1,1.07,1.28,1.28
57,1,1.07,1.28,1.28
58,1,1.07,1.28,1.28
59,1,1.07,1.28,1.28
60,1,1.07,1.28,1.28
61,1,1.07,1.28,1.28
62,1,1.07,1.28,1.28
63,1,1.07,1.28,1.28
64,1,1.07,1.28,1.28
65,1,1.07,1.28,1.28
66,1,1.07,1.28,1.28
67,1,1.07,1.28,1.28
68,1,1.07,1.28,1.28
69,1,1.07,1.28,1.28
70,1,1.07,1.28,1.28
71,1,1.07,1.28,1.28
72,1,1.07,1.28,1.28
73,1,1.07,1.28,1.28
74,1,1.07,1.28,1.28
75,1,1.07,1.28,1.28
76,1,1.07,1.28,1.28
77,1,1.07,1.28,1.28
78,1,1.07,1.28,1.28
79,1,1.07,1.28,1.28
80,1,1.07,1.28,1.28
81,1,1.07,1.28,1.28
82,1,1.07,1.28,1.28
83,1,1.07,1.28,1.28
84,1,1.07,1.28,1.28
85,1,1.07,1.28,1.28
86,1,1.07,1.28,1.28
87,1,1.07,1.28,1.28
88,1,1.07,1.28,1.28
89,1,1.07,1.28,1.28
90,1,1.07,1.28,1.28
91,1,1.07,1.28,1.28
92,1,1.07,1.28,1.28
93,1,1.07,1.28,1.28
94,1,1.07,1.28,1.28
95,1,1.07,1.28,1.28
96,1,1.07,1.28,1.28
97,1,1.07,1.28,1.28
98,1,1.07,1.28,1.28
99,1,1.07,1.28,1.28
100,1,1.07,1.28,1.28
101,1,1.07,1.28,1.28
102,1,1.07,1.28,1.28
103,1,1.07,1.28,1.28
104,1,1.07,1.28,1.28
105,1,1.07,1.28,1.28
106,1,1.07,1.28,1.28
107,1,1.07,1.28,1.28
108,1,1.07,1.28,1.28
109,1,1.07,1.28,1.28
110,1,1.07,1.28,1.28
