Time,Male,Female
1,-0.130764157010593,0.0648282922499852
2,-0.000222200165459464,-0.000885656691252306
3,1.49524800517308E-07,6.0046542246116E-07
4,-1.18708361197283E-12,-2.09408895968782E-11
5,0.0113329811582817,-0.0038819828299722
6,-0.000371920138905083,-0.000267944410609829
7,2.79110893174958E-06,2.72398689320318E-06
