LocID,Location,VarID,Variant,Time,Births,SRB,LEx,LExMale,LExFemale,Deaths,DeathsMale,DeathsFemale,NetMigrations
826,United Kingdom,2,Medium,1950,822441,1.061,68.631,66.2395,70.9231,589147,301173,287975,14763
826,United Kingdom,2,Medium,1951,798047,1.06,68.2352,65.7138,70.6829,631875,324339,307536,19460
826,United Kingdom,2,Medium,1952,794278,1.056,69.5176,66.8325,72.1066,573608,298006,275602,19516
826,United Kingdom,2,Medium,1953,807245,1.059,69.7967,67.1167,72.3656,576852,298539,278313,17028
826,United Kingdom,2,Medium,1954,797765,1.059,70.1646,67.4143,72.8055,577903,299849,278054,15343
826,United Kingdom,2,Medium,1955,792127,1.06,70.1291,67.3736,72.7733,595556,306975,288581,14885
826,United Kingdom,2,Medium,1956,830388,1.058,70.4009,67.5864,73.1019,598223,308035,290188,13081
826,United Kingdom,2,Medium,1957,856534,1.06,70.5211,67.6096,73.3161,591536,306631,284905,11333
826,United Kingdom,2,Medium,1958,876861,1.059,70.7023,67.7921,73.4937,604311,310882,293429,7947
826,United Kingdom,2,Medium,1959,883452,1.062,70.826,67.9209,73.6019,606008,310427,295582,3716
826,United Kingdom,2,Medium,1960,922890,1.061,71.0243,68.0376,73.8826,603662,308965,294696,2344
826,United Kingdom,2,Medium,1961,948240,1.061,70.7895,67.8122,73.6541,631348,321803,309545,-1995
826,United Kingdom,2,Medium,1962,975683,1.061,70.8593,67.8246,73.7885,635304,325281,310023,-10512
826,United Kingdom,2,Medium,1963,989475,1.057,70.7645,67.7129,73.7242,652157,333576,318581,-17416
826,United Kingdom,2,Medium,1964,1015510,1.06,71.5487,68.4101,74.5631,608167,312845,295322,-21275
826,United Kingdom,2,Medium,1965,999116,1.059,71.5244,68.3618,74.5797,625005,321452,303553,-24045
826,United Kingdom,2,Medium,1966,980608,1.061,71.4391,68.282,74.5009,642372,329100,313273,-26429
826,United Kingdom,2,Medium,1967,962634,1.059,72.0751,68.9335,75.0859,616434,315383,301051,-26277
826,United Kingdom,2,Medium,1968,948253,1.059,71.6872,68.5631,74.7148,656064,333717,322347,-26361
826,United Kingdom,2,Medium,1969,922275,1.059,71.6646,68.466,74.7853,659242,337768,321474,-26316
826,United Kingdom,2,Medium,1970,904554,1.06,71.8843,68.6956,74.9856,655267,334309,320958,-26696
826,United Kingdom,2,Medium,1971,900804,1.061,72.236,69.0448,75.3258,644846,328394,316451,-27068
826,United Kingdom,2,Medium,1972,831322,1.063,71.9897,68.8351,75.0696,673225,342220,331006,-24157
826,United Kingdom,2,Medium,1973,775548,1.065,72.1866,69.0105,75.2852,668601,338219,330382,-22267
826,United Kingdom,2,Medium,1974,737558,1.061,72.3781,69.222,75.4517,666878,337002,329876,-21077
826,United Kingdom,2,Medium,1975,698494,1.061,72.6523,69.5072,75.7091,662172,335040,327132,-19790
826,United Kingdom,2,Medium,1976,675210,1.059,72.6366,69.525,75.6749,680810,342025,338785,-18150
826,United Kingdom,2,Medium,1977,659236,1.06,73.1137,69.9948,76.1369,655391,330174,325217,-16875
826,United Kingdom,2,Medium,1978,687869,1.059,73.0446,69.9369,76.069,667889,336916,330973,-15087
826,United Kingdom,2,Medium,1979,733943,1.059,73.1622,70.0604,76.1885,676110,339930,336179,-13965
826,United Kingdom,2,Medium,1980,752404,1.052,73.593,70.5145,76.5743,661807,332512,329294,-12117
826,United Kingdom,2,Medium,1981,730019,1.053,73.9187,70.8502,76.8847,658468,329252,329216,-10985
826,United Kingdom,2,Medium,1982,722692,1.054,74.0411,71.0324,76.9442,664142,330550,333592,-10558
826,United Kingdom,2,Medium,1983,725889,1.056,74.2947,71.2725,77.2153,660461,329471,330989,-10463
826,United Kingdom,2,Medium,1984,734114,1.051,74.6767,71.6778,77.5534,646352,321801,324551,-9430
826,United Kingdom,2,Medium,1985,752085,1.053,74.5378,71.6118,77.36,672170,332376,339794,-8661
826,United Kingdom,2,Medium,1986,756039,1.053,74.7958,71.8185,77.6717,662066,327821,334245,-7507
826,United Kingdom,2,Medium,1987,774597,1.053,75.1476,72.2112,77.9578,645678,318935,326743,-6563
826,United Kingdom,2,Medium,1988,785035,1.05,75.2612,72.3402,78.0619,649898,319545,330354,-4833
826,United Kingdom,2,Medium,1989,778138,1.051,75.3953,72.5791,78.083,658347,320433,337914,-3187
826,United Kingdom,2,Medium,1990,794465,1.05,75.7359,72.8411,78.504,641688,314603,327085,-701
826,United Kingdom,2,Medium,1991,788863,1.052,75.9098,73.0805,78.6136,646175,314341,331834,3255
826,United Kingdom,2,Medium,1992,777262,1.052,76.3063,73.5118,78.9624,633640,308334,325307,10003
826,United Kingdom,2,Medium,1993,759835,1.053,76.1627,73.441,78.7679,657852,317460,340393,20837
826,United Kingdom,2,Medium,1994,747269,1.054,76.7221,73.9952,79.307,626617,302824,323793,33409
826,United Kingdom,2,Medium,1995,730546,1.052,76.6164,73.9243,79.1863,644410,310114,334296,48732
826,United Kingdom,2,Medium,1996,729681,1.054,76.8748,74.2187,79.4034,634402,304394,330008,66293
826,United Kingdom,2,Medium,1997,723360,1.052,77.1418,74.5658,79.5821,628023,299464,328559,86309
826,United Kingdom,2,Medium,1998,713633,1.052,77.277,74.7141,79.7145,627654,299346,328309,108637
826,United Kingdom,2,Medium,1999,697052,1.054,77.3757,74.8715,79.7611,631120,299803,331317,133216
826,United Kingdom,2,Medium,2000,676427,1.052,77.8525,75.3775,80.1942,607061,289604,317457,161157
826,United Kingdom,2,Medium,2001,667031,1.051,78.1239,75.6933,80.4203,600307,285968,314339,186701
826,United Kingdom,2,Medium,2002,668008,1.053,78.2411,75.846,80.5162,604584,287001,317583,210510
826,United Kingdom,2,Medium,2003,693324,1.052,78.334,76.0625,80.4883,609420,288024,321396,230387
826,United Kingdom,2,Medium,2004,712471,1.054,78.9045,76.6253,81.0588,582109,277382,304727,247447
826,United Kingdom,2,Medium,2005,717886,1.05,79.1116,76.9036,81.1966,581215,276314,304901,261300
826,United Kingdom,2,Medium,2006,740640,1.049,79.355,77.1136,81.4779,571347,273902,297445,272651
826,United Kingdom,2,Medium,2007,765384,1.053,79.5424,77.352,81.6235,573184,274313,298871,279808
826,United Kingdom,2,Medium,2008,785489,1.051,79.6652,77.5504,81.6794,578312,276116,302195,283762
826,United Kingdom,2,Medium,2009,785284,1.052,80.1668,78.0269,82.2004,558565,270266,288299,284800
826,United Kingdom,2,Medium,2010,800876,1.052,80.4008,78.3572,82.3423,560655,270499,290156,281588
826,United Kingdom,2,Medium,2011,804222,1.051,80.8046,78.7785,82.7273,550909,267006,283903,277521
826,United Kingdom,2,Medium,2012,809031,1.053,80.8659,78.9672,82.6729,567739,272616,295123,272601
826,United Kingdom,2,Medium,2013,780843,1.054,80.9291,79.0043,82.7763,575663,278724,296939,268067
826,United Kingdom,2,Medium,2014,777766,1.054,81.1602,79.2516,82.9922,569990,278165,291826,261389
