Age,2000,4325.6,6651.2
0,1,1.34,1.7956
1,1,1.34,1.7956
2,1,1.34,1.7956
3,1,1.34,1.7956
4,1,1.34,1.7956
5,1,1.34,1.7956
6,1,1.34,1.7956
7,1,1.34,1.7956
8,1,1.34,1.7956
9,1,1.34,1.7956
10,1,1.34,1.7956
11,1,1.34,1.7956
12,1,1.34,1.7956
13,1,1.34,1.7956
14,1,1.34,1.7956
15,1,1.34,1.7956
16,1,1.34,1.7956
17,1,1.34,1.7956
18,1,1.34,1.7956
19,1,1.34,1.7956
20,1,1.34,1.7956
21,1,1.34,1.7956
22,1,1.34,1.7956
23,1,1.34,1.7956
24,1,1.34,1.7956
25,1,1.34,1.7956
26,1,1.34,1.7956
27,1,1.34,1.7956
28,1,1.34,1.7956
29,1,1.34,1.7956
30,1,1.34,1.7956
31,1,1.34,1.7956
32,1,1.34,1.7956
33,1,1.34,1.7956
34,1,1.34,1.7956
35,1,1.34,1.7956
36,1,1.34,1.7956
37,1,1.34,1.7956
38,1,1.34,1.7956
39,1,1.34,1.7956
40,1,1.34,1.7956
41,1,1.34,1.7956
42,1,1.34,1.7956
43,1,1.34,1.7956
44,1,1.34,1.7956
45,1,1.34,1.7956
46,1,1.34,1.7956
47,1,1.34,1.7956
48,1,1.34,1.7956
49,1,1.34,1.7956
50,1,1.34,1.7956
51,1,1.34,1.7956
52,1,1.34,1.7956
53,1,1.34,1.7956
54,1,1.34,1.7956
55,1,1.34,1.7956
56,1,1.34,1.7956
57,1,1.34,1.7956
58,1,1.34,1.7956
59,1,1.34,1.7956
60,1,1.34,1.7956
61,1,1.34,1.7956
62,1,1.34,1.7956
63,1,1.34,1.7956
64,1,1.34,1.7956
65,1,1.34,1.7956
66,1,1.34,1.7956
67,1,1.34,1.7956
68,1,1.34,1.7956
69,1,1.34,1.7956
70,1,1.34,1.7956
71,1,1.34,1.7956
72,1,1.34,1.7956
73,1,1.34,1.7956
74,1,1.34,1.7956
75,1,1.34,1.7956
76,1,1.34,1.7956
77,1,1.34,1.7956
78,1,1.34,1.7956
79,1,1.34,1.7956
80,1,1.34,1.7956
81,1,1.34,1.7956
82,1,1.34,1.7956
83,1,1.34,1.7956
84,1,1.34,1.7956
85,1,1.34,1.7956
86,1,1.34,1.7956
87,1,1.34,1.7956
88,1,1.34,1.7956
89,1,1.34,1.7956
90,1,1.34,1.7956
91,1,1.34,1.7956
92,1,1.34,1.7956
93,1,1.34,1.7956
94,1,1.34,1.7956
95,1,1.34,1.7956
96,1,1.34,1.7956
97,1,1.34,1.7956
98,1,1.34,1.7956
99,1,1.34,1.7956
100,1,1.34,1.7956
101,1,1.34,1.7956
102,1,1.34,1.7956
103,1,1.34,1.7956
104,1,1.34,1.7956
105,1,1.34,1.7956
106,1,1.34,1.7956
107,1,1.34,1.7956
108,1,1.34,1.7956
109,1,1.34,1.7956
110,1,1.34,1.7956
