Time,Male,Female
1,0.3189189575365,0.321415187548815
2,0.306154312351993,0.318094835850091
3,0.272579187052216,0.290931948311445
4,0.0517795571012651,0.0349752986293659
5,0.0505679859580254,0.0345827296602833
