"","x"
"(Intercept)",-0.301472503001538
"sex",0.000165437259825899
"age1",-0.000732683422156104
"age2",1.45603392565327e-05
"age3",-1.05730656178784e-07
"sector",0.0288673671513741
"inc",0.118338853886099
