"","x"
"(Intercept)",-0.717670235377601
"sex",0.00484145642553939
"age1",-0.00190255525047427
"age2",1.42830192140125e-05
"age3",-1.79788730883492e-08
"sector",-0.101377668701073
"inc",0.314776546949301
