"","x"
"(Intercept)",-0.295331736884487
"sex",0.00172923781820812
"age1",-0.000796546470459325
"age2",1.43455600431779e-05
"age3",-1.1074828868672e-07
"sector",0.0128519144745961
"inc",0.104691719888994
