"","x"
"(Intercept)",-0.40616835622407
"sex",0.00144291169364387
"age1",-0.000952174527401433
"age2",1.39340078304022e-05
"age3",-8.66679321869686e-08
"sector",-0.00240731123604087
"inc",0.175606858864405
