Age,10,18,25,30,50
0,1.06,1,1,1.11,1.21
1,1.06,1,1,1.11,1.21
2,1.06,1,1,1.11,1.21
3,1.06,1,1,1.11,1.21
4,1.06,1,1,1.11,1.21
5,1.06,1,1,1.11,1.21
6,1.06,1,1,1.11,1.21
7,1.06,1,1,1.11,1.21
8,1.06,1,1,1.11,1.21
9,1.06,1,1,1.11,1.21
10,1.06,1,1,1.11,1.21
11,1.06,1,1,1.11,1.21
12,1.06,1,1,1.11,1.21
13,1.06,1,1,1.11,1.21
14,1.06,1,1,1.11,1.21
15,1.06,1,1,1.11,1.21
16,1.06,1,1,1.11,1.21
17,1.06,1,1,1.11,1.21
18,1.06,1,1,1.11,1.21
19,1.06,1,1,1.11,1.21
20,1.06,1,1,1.11,1.21
21,1.06,1,1,1.11,1.21
22,1.06,1,1,1.11,1.21
23,1.06,1,1,1.11,1.21
24,1.06,1,1,1.11,1.21
25,1.06,1,1,1.11,1.21
26,1.06,1,1,1.11,1.21
27,1.06,1,1,1.11,1.21
28,1.06,1,1,1.11,1.21
29,1.06,1,1,1.11,1.21
30,1.06,1,1,1.11,1.21
31,1.06,1,1,1.11,1.21
32,1.06,1,1,1.11,1.21
33,1.06,1,1,1.11,1.21
34,1.06,1,1,1.11,1.21
35,1.06,1,1,1.11,1.21
36,1.06,1,1,1.11,1.21
37,1.06,1,1,1.11,1.21
38,1.06,1,1,1.11,1.21
39,1.06,1,1,1.11,1.21
40,1.06,1,1,1.11,1.21
41,1.06,1,1,1.11,1.21
42,1.06,1,1,1.11,1.21
43,1.06,1,1,1.11,1.21
44,1.06,1,1,1.11,1.21
45,1.06,1,1,1.11,1.21
46,1.06,1,1,1.11,1.21
47,1.06,1,1,1.11,1.21
48,1.06,1,1,1.11,1.21
49,1.06,1,1,1.11,1.21
50,1.06,1,1,1.11,1.21
51,1.06,1,1,1.11,1.21
52,1.06,1,1,1.11,1.21
53,1.06,1,1,1.11,1.21
54,1.06,1,1,1.11,1.21
55,1.06,1,1,1.11,1.21
56,1.06,1,1,1.11,1.21
57,1.06,1,1,1.11,1.21
58,1.06,1,1,1.11,1.21
59,1.06,1,1,1.11,1.21
60,1.06,1,1,1.11,1.21
61,1.06,1,1,1.11,1.21
62,1.06,1,1,1.11,1.21
63,1.06,1,1,1.11,1.21
64,1.06,1,1,1.11,1.21
65,1.06,1,1,1.11,1.21
66,1.06,1,1,1.11,1.21
67,1.06,1,1,1.11,1.21
68,1.06,1,1,1.11,1.21
69,1.06,1,1,1.11,1.21
70,1.06,1,1,1.11,1.21
71,1.06,1,1,1.11,1.21
72,1.06,1,1,1.11,1.21
73,1.06,1,1,1.11,1.21
74,1.06,1,1,1.11,1.21
75,1.06,1,1,1.11,1.21
76,1.06,1,1,1.11,1.21
77,1.06,1,1,1.11,1.21
78,1.06,1,1,1.11,1.21
79,1.06,1,1,1.11,1.21
80,1.06,1,1,1.11,1.21
81,1.06,1,1,1.11,1.21
82,1.06,1,1,1.11,1.21
83,1.06,1,1,1.11,1.21
84,1.06,1,1,1.11,1.21
85,1.06,1,1,1.11,1.21
86,1.06,1,1,1.11,1.21
87,1.06,1,1,1.11,1.21
88,1.06,1,1,1.11,1.21
89,1.06,1,1,1.11,1.21
90,1.06,1,1,1.11,1.21
91,1.06,1,1,1.11,1.21
92,1.06,1,1,1.11,1.21
93,1.06,1,1,1.11,1.21
94,1.06,1,1,1.11,1.21
95,1.06,1,1,1.11,1.21
96,1.06,1,1,1.11,1.21
97,1.06,1,1,1.11,1.21
98,1.06,1,1,1.11,1.21
99,1.06,1,1,1.11,1.21
100,1.06,1,1,1.11,1.21
101,1.06,1,1,1.11,1.21
102,1.06,1,1,1.11,1.21
103,1.06,1,1,1.11,1.21
104,1.06,1,1,1.11,1.21
105,1.06,1,1,1.11,1.21
106,1.06,1,1,1.11,1.21
107,1.06,1,1,1.11,1.21
108,1.06,1,1,1.11,1.21
109,1.06,1,1,1.11,1.21
110,1.06,1,1,1.11,1.21
