LocID,Location,VarID,Variant,Time,Age,DeathMale,DeathFemale,DeathTotal
356,India,2,Medium,1950,0,1410766,1406698,2817464
356,India,2,Medium,1950,1,392493,396201,788694
356,India,2,Medium,1950,2,158876,167484,326360
356,India,2,Medium,1950,3,86941,95135,182076
356,India,2,Medium,1950,4,54603,61814,116418
356,India,2,Medium,1950,5,34464,40904,75367
356,India,2,Medium,1950,6,22192,27920,50112
356,India,2,Medium,1950,7,15459,20555,36014
356,India,2,Medium,1950,8,12336,16949,29284
356,India,2,Medium,1950,9,11148,15526,26674
356,India,2,Medium,1950,10,10353,14855,25208
356,India,2,Medium,1950,11,10522,15449,25970
356,India,2,Medium,1950,12,11333,16836,28168
356,India,2,Medium,1950,13,12531,18557,31089
356,India,2,Medium,1950,14,13908,20254,34162
356,India,2,Medium,1950,15,15258,21581,36839
356,India,2,Medium,1950,16,16443,22382,38826
356,India,2,Medium,1950,17,17431,22669,40100
356,India,2,Medium,1950,18,18306,22666,40972
356,India,2,Medium,1950,19,19129,22616,41745
356,India,2,Medium,1950,20,19960,22730,42691
356,India,2,Medium,1950,21,20809,23041,43851
356,India,2,Medium,1950,22,21582,23478,45059
356,India,2,Medium,1950,23,22152,23968,46120
356,India,2,Medium,1950,24,22453,24372,46825
356,India,2,Medium,1950,25,22442,24524,46966
356,India,2,Medium,1950,26,22138,24406,46543
356,India,2,Medium,1950,27,21684,24156,45840
356,India,2,Medium,1950,28,21248,23884,45133
356,India,2,Medium,1950,29,20927,23653,44580
356,India,2,Medium,1950,30,20789,23521,44310
356,India,2,Medium,1950,31,20882,23527,44408
356,India,2,Medium,1950,32,21134,23610,44744
356,India,2,Medium,1950,33,21445,23687,45132
356,India,2,Medium,1950,34,21773,23741,45513
356,India,2,Medium,1950,35,22084,23759,45843
356,India,2,Medium,1950,36,22315,23689,46004
356,India,2,Medium,1950,37,22546,23584,46130
356,India,2,Medium,1950,38,22888,23524,46412
356,India,2,Medium,1950,39,23284,23430,46715
356,India,2,Medium,1950,40,23652,23226,46878
356,India,2,Medium,1950,41,24054,22995,47049
356,India,2,Medium,1950,42,24385,22611,46996
356,India,2,Medium,1950,43,24439,21895,46334
356,India,2,Medium,1950,44,24332,21068,45400
356,India,2,Medium,1950,45,24282,20438,44720
356,India,2,Medium,1950,46,24227,19931,44157
356,India,2,Medium,1950,47,24332,19771,44103
356,India,2,Medium,1950,48,24909,20293,45202
356,India,2,Medium,1950,49,25787,21272,47059
356,India,2,Medium,1950,50,26640,22274,48915
356,India,2,Medium,1950,51,27549,23276,50825
356,India,2,Medium,1950,52,28201,23960,52161
356,India,2,Medium,1950,53,28058,23625,51684
356,India,2,Medium,1950,54,27348,22617,49964
356,India,2,Medium,1950,55,26607,21737,48344
356,India,2,Medium,1950,56,25755,20852,46607
356,India,2,Medium,1950,57,25221,20429,45650
356,India,2,Medium,1950,58,25789,21649,47437
356,India,2,Medium,1950,59,27297,23808,51106
356,India,2,Medium,1950,60,28978,25862,54840
356,India,2,Medium,1950,61,30712,28193,58905
356,India,2,Medium,1950,62,31956,29940,61897
356,India,2,Medium,1950,63,31399,29443,60842
356,India,2,Medium,1950,64,29533,27438,56972
356,India,2,Medium,1950,65,27579,25465,53044
356,India,2,Medium,1950,66,25327,23203,48530
356,India,2,Medium,1950,67,23366,21223,44588
356,India,2,Medium,1950,68,23101,21096,44197
356,India,2,Medium,1950,69,24414,22663,47077
356,India,2,Medium,1950,70,25914,24340,50254
356,India,2,Medium,1950,71,27259,25776,53034
356,India,2,Medium,1950,72,28464,27178,55642
356,India,2,Medium,1950,73,28402,27393,55795
356,India,2,Medium,1950,74,27013,26400,53413
356,India,2,Medium,1950,75,25495,25362,50857
356,India,2,Medium,1950,76,24155,24512,48667
356,India,2,Medium,1950,77,22461,23290,45751
356,India,2,Medium,1950,78,20997,22169,43167
356,India,2,Medium,1950,79,19687,21106,40793
356,India,2,Medium,1950,80,18055,19750,37805
356,India,2,Medium,1950,81,16121,18079,34199
356,India,2,Medium,1950,82,14248,16381,30628
356,India,2,Medium,1950,83,12551,14779,27329
356,India,2,Medium,1950,84,10987,13229,24217
356,India,2,Medium,1950,85,9422,11624,21046
356,India,2,Medium,1950,86,7861,9985,17845
356,India,2,Medium,1950,87,6418,8430,14848
356,India,2,Medium,1950,88,5152,7015,12167
356,India,2,Medium,1950,89,4089,5803,9892
356,India,2,Medium,1950,90,3061,4569,7629
356,India,2,Medium,1950,91,2359,3596,5955
356,India,2,Medium,1950,92,2043,3137,5180
356,India,2,Medium,1950,93,1597,2559,4156
356,India,2,Medium,1950,94,985,1724,2709
356,India,2,Medium,1950,95,665,1302,1967
356,India,2,Medium,1950,96,692,1303,1995
356,India,2,Medium,1950,97,602,1145,1747
356,India,2,Medium,1950,98,412,822,1234
356,India,2,Medium,1950,99,201,403,603
356,India,2,Medium,1950,100,41,84,125
356,India,2,Medium,1951,0,1437611,1433097,2870708
356,India,2,Medium,1951,1,417587,415734,833320
356,India,2,Medium,1951,2,171580,176842,348421
356,India,2,Medium,1951,3,89995,97898,187893
356,India,2,Medium,1951,4,56989,64801,121789
356,India,2,Medium,1951,5,36547,43468,80015
356,India,2,Medium,1951,6,23783,29862,53645
356,India,2,Medium,1951,7,16562,21882,38444
356,India,2,Medium,1951,8,13006,17733,30739
356,India,2,Medium,1951,9,11497,15906,27403
356,India,2,Medium,1951,10,10569,15052,25621
356,India,2,Medium,1951,11,10636,15475,26112
356,India,2,Medium,1951,12,11425,16856,28280
356,India,2,Medium,1951,13,12689,18756,31445
356,India,2,Medium,1951,14,14119,20582,34700
356,India,2,Medium,1951,15,15410,21856,37267
356,India,2,Medium,1951,16,16542,22620,39161
356,India,2,Medium,1951,17,17536,23022,40558
356,India,2,Medium,1951,18,18384,23114,41498
356,India,2,Medium,1951,19,19190,23130,42320
356,India,2,Medium,1951,20,20023,23289,43312
356,India,2,Medium,1951,21,20862,23625,44488
356,India,2,Medium,1951,22,21648,24037,45684
356,India,2,Medium,1951,23,22276,24451,46727
356,India,2,Medium,1951,24,22620,24800,47420
356,India,2,Medium,1951,25,22621,24951,47572
356,India,2,Medium,1951,26,22345,24842,47186
356,India,2,Medium,1951,27,21909,24560,46468
356,India,2,Medium,1951,28,21452,24247,45699
356,India,2,Medium,1951,29,21129,24004,45133
356,India,2,Medium,1951,30,21024,23886,44910
356,India,2,Medium,1951,31,21131,23894,45026
356,India,2,Medium,1951,32,21407,23997,45405
356,India,2,Medium,1951,33,21781,24130,45911
356,India,2,Medium,1951,34,22149,24206,46355
356,India,2,Medium,1951,35,22471,24207,46678
356,India,2,Medium,1951,36,22743,24135,46878
356,India,2,Medium,1951,37,22948,23966,46914
356,India,2,Medium,1951,38,23170,23761,46931
356,India,2,Medium,1951,39,23523,23605,47128
356,India,2,Medium,1951,40,23946,23423,47369
356,India,2,Medium,1951,41,24351,23162,47513
356,India,2,Medium,1951,42,24800,22944,47744
356,India,2,Medium,1951,43,25185,22643,47828
356,India,2,Medium,1951,44,25296,22070,47366
356,India,2,Medium,1951,45,25252,21434,46686
356,India,2,Medium,1951,46,25274,21015,46289
356,India,2,Medium,1951,47,25283,20666,45949
356,India,2,Medium,1951,48,25447,20614,46061
356,India,2,Medium,1951,49,26093,21215,47308
356,India,2,Medium,1951,50,27041,22237,49277
356,India,2,Medium,1951,51,27948,23238,51186
356,India,2,Medium,1951,52,28910,24263,53173
356,India,2,Medium,1951,53,29603,25001,54604
356,India,2,Medium,1951,54,29463,24723,54186
356,India,2,Medium,1951,55,28728,23778,52506
356,India,2,Medium,1951,56,27962,22990,50952
356,India,2,Medium,1951,57,27079,22161,49240
356,India,2,Medium,1951,58,26530,21776,48306
356,India,2,Medium,1951,59,27142,23098,50240
356,India,2,Medium,1951,60,28740,25373,54113
356,India,2,Medium,1951,61,30514,27478,57992
356,India,2,Medium,1951,62,32319,29847,62166
356,India,2,Medium,1951,63,33566,31581,65147
356,India,2,Medium,1951,64,32879,30946,63825
356,India,2,Medium,1951,65,30791,28743,59534
356,India,2,Medium,1951,66,28596,26594,55190
356,India,2,Medium,1951,67,26123,24171,50293
356,India,2,Medium,1951,68,23996,22063,46060
356,India,2,Medium,1951,69,23647,21893,45540
356,India,2,Medium,1951,70,24930,23479,48408
356,India,2,Medium,1951,71,26413,25163,51576
356,India,2,Medium,1951,72,27704,26551,54256
356,India,2,Medium,1951,73,28777,27834,56611
356,India,2,Medium,1951,74,28494,27835,56329
356,India,2,Medium,1951,75,26831,26565,53396
