location_id,location,disease,time,age_group_id,age_group,age,is_filled,gender_id,gender,measure_id,measure,mean,lower,upper
356,India,All causes,2019,5,1 to 4,1,False,1,Male,3,YLD,0.04956834602252611,0.06654295157414807,0.03557375226923331
356,India,All causes,2019,5,1 to 4,2,True,1,Male,3,YLD,0.04956834602252611,0.06654295157414807,0.03557375226923331
356,India,All causes,2019,5,1 to 4,3,True,1,Male,3,YLD,0.04956834602252611,0.06654295157414807,0.03557375226923331
356,India,All causes,2019,5,1 to 4,4,True,1,Male,3,YLD,0.04956834602252611,0.06654295157414807,0.03557375226923331
356,India,All causes,2019,5,1 to 4,1,False,2,Female,3,YLD,0.049616793522936915,0.0674188236673172,0.03542101464835448
356,India,All causes,2019,5,1 to 4,2,True,2,Female,3,YLD,0.049616793522936915,0.0674188236673172,0.03542101464835448
356,India,All causes,2019,5,1 to 4,3,True,2,Female,3,YLD,0.049616793522936915,0.0674188236673172,0.03542101464835448
356,India,All causes,2019,5,1 to 4,4,True,2,Female,3,YLD,0.049616793522936915,0.0674188236673172,0.03542101464835448
356,India,All causes,2019,6,5 to 9,5,False,1,Male,3,YLD,0.05374250805895409,0.07278947346141978,0.03793018971744976
356,India,All causes,2019,6,5 to 9,6,True,1,Male,3,YLD,0.05374250805895409,0.07278947346141978,0.03793018971744976
356,India,All causes,2019,6,5 to 9,7,True,1,Male,3,YLD,0.05374250805895409,0.07278947346141978,0.03793018971744976
356,India,All causes,2019,6,5 to 9,8,True,1,Male,3,YLD,0.05374250805895409,0.07278947346141978,0.03793018971744976
356,India,All causes,2019,6,5 to 9,9,True,1,Male,3,YLD,0.05374250805895409,0.07278947346141978,0.03793018971744976
356,India,All causes,2019,6,5 to 9,5,False,2,Female,3,YLD,0.05341132271034768,0.07210079633652673,0.03758679410187753
356,India,All causes,2019,6,5 to 9,6,True,2,Female,3,YLD,0.05341132271034768,0.07210079633652673,0.03758679410187753
356,India,All causes,2019,6,5 to 9,7,True,2,Female,3,YLD,0.05341132271034768,0.07210079633652673,0.03758679410187753
356,India,All causes,2019,6,5 to 9,8,True,2,Female,3,YLD,0.05341132271034768,0.07210079633652673,0.03758679410187753
356,India,All causes,2019,6,5 to 9,9,True,2,Female,3,YLD,0.05341132271034768,0.07210079633652673,0.03758679410187753
356,India,All causes,2019,7,10 to 14,10,False,1,Male,3,YLD,0.055345127366284136,0.07436841383295595,0.03951579970131861
356,India,All causes,2019,7,10 to 14,11,True,1,Male,3,YLD,0.055345127366284136,0.07436841383295595,0.03951579970131861
356,India,All causes,2019,7,10 to 14,12,True,1,Male,3,YLD,0.055345127366284136,0.07436841383295595,0.03951579970131861
356,India,All causes,2019,7,10 to 14,13,True,1,Male,3,YLD,0.055345127366284136,0.07436841383295595,0.03951579970131861
356,India,All causes,2019,7,10 to 14,14,True,1,Male,3,YLD,0.055345127366284136,0.07436841383295595,0.03951579970131861
356,India,All causes,2019,7,10 to 14,10,False,2,Female,3,YLD,0.06455791454344595,0.08757902152600074,0.04587222350574719
356,India,All causes,2019,7,10 to 14,11,True,2,Female,3,YLD,0.06455791454344595,0.08757902152600074,0.04587222350574719
356,India,All causes,2019,7,10 to 14,12,True,2,Female,3,YLD,0.06455791454344595,0.08757902152600074,0.04587222350574719
356,India,All causes,2019,7,10 to 14,13,True,2,Female,3,YLD,0.06455791454344595,0.08757902152600074,0.04587222350574719
356,India,All causes,2019,7,10 to 14,14,True,2,Female,3,YLD,0.06455791454344595,0.08757902152600074,0.04587222350574719
356,India,All causes,2019,8,15 to 19,15,False,1,Male,3,YLD,0.0577794580577376,0.07664862577012294,0.04166578928813809
356,India,All causes,2019,8,15 to 19,16,True,1,Male,3,YLD,0.0577794580577376,0.07664862577012294,0.04166578928813809
356,India,All causes,2019,8,15 to 19,17,True,1,Male,3,YLD,0.0577794580577376,0.07664862577012294,0.04166578928813809
356,India,All causes,2019,8,15 to 19,18,True,1,Male,3,YLD,0.0577794580577376,0.07664862577012294,0.04166578928813809
356,India,All causes,2019,8,15 to 19,19,True,1,Male,3,YLD,0.0577794580577376,0.07664862577012294,0.04166578928813809
356,India,All causes,2019,8,15 to 19,15,False,2,Female,3,YLD,0.08026426179537474,0.1075361604920326,0.05724702517615591
356,India,All causes,2019,8,15 to 19,16,True,2,Female,3,YLD,0.08026426179537474,0.1075361604920326,0.05724702517615591
356,India,All causes,2019,8,15 to 19,17,True,2,Female,3,YLD,0.08026426179537474,0.1075361604920326,0.05724702517615591
356,India,All causes,2019,8,15 to 19,18,True,2,Female,3,YLD,0.08026426179537474,0.1075361604920326,0.05724702517615591
356,India,All causes,2019,8,15 to 19,19,True,2,Female,3,YLD,0.08026426179537474,0.1075361604920326,0.05724702517615591
356,India,All causes,2019,9,20 to 24,20,False,1,Male,3,YLD,0.06524743037195031,0.08502654840148899,0.04800715151830361
356,India,All causes,2019,9,20 to 24,21,True,1,Male,3,YLD,0.06524743037195031,0.08502654840148899,0.04800715151830361
356,India,All causes,2019,9,20 to 24,22,True,1,Male,3,YLD,0.06524743037195031,0.08502654840148899,0.04800715151830361
356,India,All causes,2019,9,20 to 24,23,True,1,Male,3,YLD,0.06524743037195031,0.08502654840148899,0.04800715151830361
356,India,All causes,2019,9,20 to 24,24,True,1,Male,3,YLD,0.06524743037195031,0.08502654840148899,0.04800715151830361
356,India,All causes,2019,9,20 to 24,20,False,2,Female,3,YLD,0.09593056161132764,0.12612254197961828,0.06892392141627962
356,India,All causes,2019,9,20 to 24,21,True,2,Female,3,YLD,0.09593056161132764,0.12612254197961828,0.06892392141627962
