LocID,Location,VarID,Variant,Time,Age,PopMale,PopFemale,PopTotal
826,United Kingdom,2,Medium,1950,0,420554,398928,819482
826,United Kingdom,2,Medium,1950,1,439637,417092,856729
826,United Kingdom,2,Medium,1950,2,461908,438466,900374
826,United Kingdom,2,Medium,1950,3,460860,439791,900652
826,United Kingdom,2,Medium,1950,4,428036,410291,838327
826,United Kingdom,2,Medium,1950,5,398683,382781,781465
826,United Kingdom,2,Medium,1950,6,389793,374022,763816
826,United Kingdom,2,Medium,1950,7,371298,356214,727513
826,United Kingdom,2,Medium,1950,8,347346,333450,680795
826,United Kingdom,2,Medium,1950,9,334530,320071,654601
826,United Kingdom,2,Medium,1950,10,340065,323316,663381
826,United Kingdom,2,Medium,1950,11,348101,330418,678519
826,United Kingdom,2,Medium,1950,12,346517,331085,677601
826,United Kingdom,2,Medium,1950,13,339632,329283,668914
826,United Kingdom,2,Medium,1950,14,324538,323497,648034
826,United Kingdom,2,Medium,1950,15,311731,321820,633552
826,United Kingdom,2,Medium,1950,16,299230,320231,619461
826,United Kingdom,2,Medium,1950,17,294139,325012,619151
826,United Kingdom,2,Medium,1950,18,294012,331283,625294
826,United Kingdom,2,Medium,1950,19,296012,334514,630526
826,United Kingdom,2,Medium,1950,20,303224,337881,641105
826,United Kingdom,2,Medium,1950,21,315623,341149,656772
826,United Kingdom,2,Medium,1950,22,328433,345118,673552
826,United Kingdom,2,Medium,1950,23,340633,351417,692050
826,United Kingdom,2,Medium,1950,24,352099,360202,712301
826,United Kingdom,2,Medium,1950,25,359757,367544,727301
826,United Kingdom,2,Medium,1950,26,366565,375497,742061
826,United Kingdom,2,Medium,1950,27,377878,387446,765324
826,United Kingdom,2,Medium,1950,28,394479,403380,797859
826,United Kingdom,2,Medium,1950,29,405909,413828,819737
826,United Kingdom,2,Medium,1950,30,388327,397429,785756
826,United Kingdom,2,Medium,1950,31,341358,351799,693158
826,United Kingdom,2,Medium,1950,32,307985,318755,626740
826,United Kingdom,2,Medium,1950,33,319302,329399,648701
826,United Kingdom,2,Medium,1950,34,346853,356808,703662
826,United Kingdom,2,Medium,1950,35,367288,379024,746312
826,United Kingdom,2,Medium,1950,36,379278,392597,771875
826,United Kingdom,2,Medium,1950,37,382800,394747,777547
826,United Kingdom,2,Medium,1950,38,384810,394052,778861
826,United Kingdom,2,Medium,1950,39,384120,392026,776147
826,United Kingdom,2,Medium,1950,40,388238,395673,783911
826,United Kingdom,2,Medium,1950,41,386538,394434,780972
826,United Kingdom,2,Medium,1950,42,380567,389906,770473
826,United Kingdom,2,Medium,1950,43,375957,385933,761889
826,United Kingdom,2,Medium,1950,44,367533,378782,746315
826,United Kingdom,2,Medium,1950,45,359883,374906,734789
826,United Kingdom,2,Medium,1950,46,351005,369657,720662
826,United Kingdom,2,Medium,1950,47,344238,365488,709725
826,United Kingdom,2,Medium,1950,48,339629,362497,702125
826,United Kingdom,2,Medium,1950,49,334041,359938,693980
826,United Kingdom,2,Medium,1950,50,321865,353175,675040
826,United Kingdom,2,Medium,1950,51,303983,342978,646961
826,United Kingdom,2,Medium,1950,52,288748,335216,623963
826,United Kingdom,2,Medium,1950,53,278120,327972,606092
826,United Kingdom,2,Medium,1950,54,269830,321000,590831
826,United Kingdom,2,Medium,1950,55,260483,312700,573183
826,United Kingdom,2,Medium,1950,56,252437,306313,558750
826,United Kingdom,2,Medium,1950,57,247293,301601,548894
826,United Kingdom,2,Medium,1950,58,242243,296134,538376
826,United Kingdom,2,Medium,1950,59,234200,287113,521313
826,United Kingdom,2,Medium,1950,60,226218,278852,505070
826,United Kingdom,2,Medium,1950,61,221540,275731,497272
826,United Kingdom,2,Medium,1950,62,216351,272488,488839
826,United Kingdom,2,Medium,1950,63,207426,263796,471221
826,United Kingdom,2,Medium,1950,64,198655,254595,453250
826,United Kingdom,2,Medium,1950,65,190113,245970,436084
826,United Kingdom,2,Medium,1950,66,182019,238352,420372
826,United Kingdom,2,Medium,1950,67,177131,233642,410772
826,United Kingdom,2,Medium,1950,68,173537,228290,401827
826,United Kingdom,2,Medium,1950,69,165595,217587,383183
826,United Kingdom,2,Medium,1950,70,153522,203751,357272
826,United Kingdom,2,Medium,1950,71,143722,193697,337420
826,United Kingdom,2,Medium,1950,72,136280,185727,322007
826,United Kingdom,2,Medium,1950,73,128060,174982,303043
826,United Kingdom,2,Medium,1950,74,118364,161481,279844
826,United Kingdom,2,Medium,1950,75,106975,146335,253311
826,United Kingdom,2,Medium,1950,76,95796,132924,228721
826,United Kingdom,2,Medium,1950,77,85966,121773,207739
826,United Kingdom,2,Medium,1950,78,75862,109978,185840
826,United Kingdom,2,Medium,1950,79,63188,94974,158162
826,United Kingdom,2,Medium,1950,80,52928,83200,136127
826,United Kingdom,2,Medium,1950,81,45175,74189,119365
826,United Kingdom,2,Medium,1950,82,37535,64489,102023
826,United Kingdom,2,Medium,1950,83,30511,54571,85082
826,United Kingdom,2,Medium,1950,84,24275,45148,69424
826,United Kingdom,2,Medium,1950,85,19038,37137,56175
826,United Kingdom,2,Medium,1950,86,14649,30021,44670
826,United Kingdom,2,Medium,1950,87,10979,23753,34732
826,United Kingdom,2,Medium,1950,88,8119,18506,26625
826,United Kingdom,2,Medium,1950,89,5923,14194,20117
826,United Kingdom,2,Medium,1950,90,4163,10556,14720
826,United Kingdom,2,Medium,1950,91,2789,7577,10367
826,United Kingdom,2,Medium,1950,92,1843,5383,7226
826,United Kingdom,2,Medium,1950,93,1214,3822,5037
826,United Kingdom,2,Medium,1950,94,773,2632,3405
826,United Kingdom,2,Medium,1950,95,474,1731,2204
826,United Kingdom,2,Medium,1950,96,284,1074,1357
826,United Kingdom,2,Medium,1950,97,165,659,823
826,United Kingdom,2,Medium,1950,98,93,401,494
826,United Kingdom,2,Medium,1950,99,51,231,281
826,United Kingdom,2,Medium,1950,100,47,267,314
826,United Kingdom,2,Medium,1951,0,404810,383916,788726
826,United Kingdom,2,Medium,1951,1,417433,396304,813737
826,United Kingdom,2,Medium,1951,2,434908,413243,848150
826,United Kingdom,2,Medium,1951,3,458274,436960,895234
